date,next_date,qqq_open,qqq_close,day_oc,day_abs_oc,day_range,rv5,meaningful_move,next_close,next_cc,next_abs_cc,next_gap,next_oc,next_range,continuation_return,continued,pin_improvement,monthly_opex_week,quarterly_opex_week,eligible_contracts,total_gamma_weight,near_gamma_share_0_5,near_gamma_share_1_0,front_gamma_share,front_near_gamma_share,dominant_strike,dominant_strike_share,dominant_strike_distance,weighted_abs_distance,strike_hhi,effective_strikes,bars,rth_open,rth_close,rth_high,rth_low,rth_oc,path_efficiency,whipsaw_ratio,bar_direction_persistence,reversal_count,adverse_excursion,adverse_to_net,resolution,gap_aligned_efficiency
2026-07-21,2026-07-22,706.5700073242188,708.969970703125,0.003396639192194,0.003396639192194,0.0104157687920999,0.0141958656595796,True,705.3499755859375,-0.0051059921671962,0.0051059921671962,-0.0075461243875133,0.0024586857689594,0.0085053380905466,-0.0051059921671962,0.0,0.0051059921671962,False,False,1244,17744.546045709652,0.1401318793192084,0.3245251585614224,0.5380789655755955,0.1117280024779122,700.0,0.1090934377849052,0.0126521165547096,0.0181465077120101,0.0397667368159701,25.14664466002662,78,703.6400146484375,705.27001953125,709.6472778320312,703.6400146484375,0.002316532387128145,0.054605456865246836,0.9453945431347531,0.5256410256410257,47,,,5m,-0.054605456865246836
2026-07-22,2026-07-23,703.6199951171875,705.3499755859375,0.0024586857689594,0.0024586857689594,0.0085053380905466,0.0142275506597907,False,691.9600219726562,-0.0189834182699987,0.0189834182699987,-0.0151414092938889,-0.0039010767762661,0.0154107825808851,,,-0.0038137130991911,False,False,1127,21743.90997309065,0.1582618006249321,0.4178656973194825,0.4415487354510742,0.1059825550495109,700.0,0.1415835638969947,0.0075848525854037,0.0174175540482999,0.0504809194601496,19.8094648571014,78,694.6400146484375,691.9199829101562,698.6599731445312,687.7999877929688,-0.003915742947313339,0.047993409185140515,0.9520065908148595,0.5,40,0.00578711046199704,1.4779086727252309,5m,0.047993409185140515
2026-07-23,2026-07-24,694.6699829101562,691.9600219726562,-0.0039010767762661,0.0039010767762661,0.0154107825808851,0.0148425883734261,True,684.22998046875,-0.0111712255888269,0.0111712255888269,-0.0022400843674553,-0.0089511926480927,0.0146685127633913,0.0111712255888269,1.0,-0.0055060949153277,False,False,1281,20457.20604495572,0.34924577106818,0.3994532694797463,0.420511773113056,0.1923256806834483,690.0,0.1430750351601013,0.0028325653367495,0.0144516213152432,0.0662466308818977,15.095107278478302,78,690.25,684.219970703125,692.6300048828125,682.47998046875,-0.008736007673850077,0.10653582789669488,0.8934641721033051,0.5897435897435898,36,0.003448033151484969,0.39469209279727824,5m,
2026-07-24,2026-07-27,690.4099731445312,684.22998046875,-0.0089511926480927,0.0089511926480927,0.0146685127633913,0.0142062421396495,True,682.1199951171875,-0.0030837370647176,0.0030837370647176,0.0108881697962539,-0.0138214169266494,0.0238954387452249,0.0030837370647176,1.0,-0.0030837370647176,False,False,1242,16660.50678784698,0.0865792229844343,0.3359541560501152,0.6174002106179574,0.0709833863046959,700.0,0.1214954045752955,0.0230478347652149,0.0182083482773234,0.0603243565558923,16.577052074703342,78,691.719970703125,682.0599975585938,692.260009765625,675.9450073242188,-0.013965149993735215,0.17371676316439372,0.8262832368356063,0.5512820512820513,43,0.0007807192005040086,0.05590482027434294,5m,-0.17371676316439372
2026-07-27,2026-07-28,691.6799926757812,682.1199951171875,-0.0138214169266494,0.0138214169266494,0.0238954387452249,0.0140210613743454,True,675.489990234375,-0.0097197046418108,0.0097197046418108,-0.0086348658455989,-0.0010942878247752,0.0168885527674216,0.0097197046418108,1.0,-0.0097197046418108,False,False,1351,19021.99907172556,0.2165845973492139,0.2684667549091081,0.6045410569074758,0.1474131592136118,700.0,0.1087645216380398,0.0262124039916771,0.0187622183222392,0.051971565679213,19.24129063519764,78,676.1900024414062,675.5,679.4000244140625,667.8800048828125,-0.0010204268606678335,0.01358818134723122,0.9864118186527688,0.48717948717948717,42,,,5m,0.01358818134723122
2026-07-28,2026-07-29,676.22998046875,675.489990234375,-0.0010942878247752,0.0010942878247752,0.0168885527674216,0.0061884688197864,False,661.72998046875,-0.0203704125369063,0.0203704125369063,2.9637050940056756e-05,-0.0203994450084553,0.0279944535343448,,,-0.0203704125369062,False,False,1134,19963.502558788063,0.0981781800797164,0.3317905929681885,0.6145393473964709,0.0775764478437082,680.0,0.1248404618006163,0.0066766492928491,0.0198248814473706,0.0534746491792061,18.70044993934909,78,675.4600219726562,661.6300048828125,680.0499877929688,661.14501953125,-0.02047496023443951,0.16912691665503532,0.8308730833449647,0.5,43,0.006795318258670103,0.331884320206892,5m,
2026-07-29,2026-07-30,675.510009765625,661.72998046875,-0.0203994450084553,0.0203994450084553,0.0279944535343448,0.0071063794495629,True,683.5499877929688,0.0329741857982044,0.0329741857982044,0.019690855305732,0.0130268212403352,0.0178622817056676,-0.0329741857982044,0.0,-0.0329741857982044,False,False,916,17035.54122616029,0.2189077239252841,0.2630484294415788,0.6191880639459797,0.141098314969779,660.0,0.1241429419913185,0.0026143298925711,0.0202009833353045,0.0550358689470343,18.16996840664737,78,674.6900024414062,683.5999755859375,685.1199951171875,673.2999877929688,0.013206025155686252,0.19340021965705412,0.8065997803429459,0.5256410256410257,35,0.002060227131582873,0.15600660359909888,5m,0.19340021965705412
2026-07-30,2026-07-31,674.760009765625,683.5499877929688,0.0130268212403352,0.0130268212403352,0.0178622817056676,0.020646849417746,True,687.989990234375,0.0064955051140327,0.0064955051140327,0.0125228552577874,-0.0059528040403791,0.022997632973468,0.0064955051140327,1.0,-0.0064955051140327,False,False,1106,24395.740083827917,0.2047052832594489,0.5101697893819185,0.6014991942551601,0.1784763677764673,680.0,0.1580537638502997,0.0051934574740186,0.014647715737961,0.0622477592685083,16.06483529288915,78,692.1199951171875,688.010009765625,695.77001953125,680.0512084960938,-0.005938255476735099,0.07479822540549307,0.9252017745945069,0.48717948717948717,43,0.005273687279392195,0.8880869642698012,5m,-0.07479822540549307
2026-07-31,2026-08-03,692.1099853515625,687.989990234375,-0.0059528040403791,0.0059528040403791,0.022997632973468,0.0202515234204799,True,700.0700073242188,0.0175584198335916,0.0175584198335916,0.0004505844023807,0.0171001303791833,0.022921873508476,-0.0175584198335916,0.0,0.0173549072092439,False,False,1000,16043.968104363415,0.2304840328394951,0.2952381844261397,0.5310764958280516,0.1560100541725252,700.0,0.1337216793931893,0.0174566635214177,0.017569625116189,0.0588628597891489,16.98864111567249,78,688.3400268554688,700.0800170898438,701.5900268554688,685.8200073242188,0.017055510033328503,0.3498037732280486,0.6501962267719514,0.5641025641025641,33,0.003661009723293529,0.2146526088131917,5m,
2026-08-03,2026-08-04,688.2999877929688,700.0700073242188,0.0171001303791833,0.0171001303791833,0.022921873508476,0.0212254675364114,True,723.8499755859375,0.0339679860770063,0.0339679860770063,0.0115559383142747,0.0221560142290109,0.02589732977842,0.0339679860770063,1.0,-0.0339679860770062,False,False,1528,18256.84972658744,0.2163680518751658,0.3739910331039663,0.4675430786666287,0.1096504380698622,700.0,0.1609136874784872,0.0001000004620771,0.0168616102522066,0.0595237006212753,16.80003073670748,78,708.2050170898438,723.6799926757812,725.6500244140625,707.5900268554688,0.02185098271334951,0.43518006776356216,0.5648199322364378,0.6233766233766234,34,0.0008683788162107606,0.03974095021732082,5m,0.43518006776356216
