target,n_test,baseline_mae,extended_mae,mae_improvement_pct
gap_followthrough,91,0.0065946814225751205,0.007056388801792796,-7.001208240888542
excursion_efficiency,91,0.28395092288068235,0.2880047794605918,-1.4276609981693464
mae_from_open,91,0.004783586145232042,0.005466102370231996,-14.267877786213596
