date,next_date,spy_close,gap,abs_gap,gap_sign,gap_followthrough,gap_direction_success,mfe_from_open,mae_from_open,excursion_efficiency,gap_fill,gap_retention_close,day_abs_oc,day_range,rv5,monthly_opex_week,quarterly_opex_week,eligible_contracts,total_gamma_weight,near_gamma_share_0_5,front_near_gamma_share,weighted_abs_distance
2025-05-16,2025-05-19,594.2000122070312,-0.010265965156137313,0.010265965156137313,-1.0,-0.011477640333643624,0.0,0.0,0.012650914385761824,0.0,1.0,-0.0010938461217664397,0.00498944982161742,0.008840515037217427,0.01282063393068262,True,False,1070,24819.828059661755,0.17710642241880703,0.12258116079013895,0.015009490337935567
2025-05-19,2025-05-20,594.8499755859375,-0.0029586430237895645,0.0029586430237895645,-1.0,0.00040474676467583404,1.0,0.005919354501436214,0.0016185754169391053,0.7852758735533636,0.0,0.0033621922872737464,0.011477640333643624,0.012521040539484208,0.002685964210107687,False,False,966,27530.36939972239,0.23001311907096597,0.16133793235038033,0.01405080494912885
2025-05-20,2025-05-21,592.8499755859375,-0.007438598846483346,0.007438598846483346,-1.0,0.009482729023677083,1.0,0.011378080907930244,0.007035576492524065,0.6179153147298982,0.0,0.016850789652983478,0.00040474676467583404,0.007480898360377188,0.0037811482148551213,False,False,1044,31991.2668095265,0.37071801993771764,0.27534183538763307,0.012619928254991454
2025-05-22,2025-05-23,583.0900268554688,-0.012193736917543108,0.012193736917543108,-1.0,-0.0054342251275212305,0.0,0.0006601891920263725,0.010121909246045613,0.06123012100271875,0.0,0.006825775301577575,0.0007380869302151538,0.008938719595776903,0.008746728990241629,False,False,1274,50388.38555402141,0.21815940323250918,0.13264900238142838,0.015670384209639163
2025-05-23,2025-05-27,579.1099853515625,0.012018480338291893,0.012018480338291893,1.0,0.00866793561581014,1.0,0.008940894720579351,0.013208192426356069,0.40366876798425644,1.0,0.02079059136787431,0.0054342251275212305,0.01065019411521428,0.00729098819288927,False,False,1128,37733.89789818473,0.19052121620854462,0.08611562815880391,0.017896561550961292
2025-05-28,2025-05-29,587.72998046875,0.009068819469772116,0.009068819469772116,1.0,-0.005075388287890115,0.0,0.00023608850540224324,0.011926886117733071,0.019410424893362595,1.0,0.003947403401760141,0.006474435569765458,0.009777601384021025,0.01398852169055916,False,False,1255,43736.4168438341,0.2655465399011766,0.1716137332933746,0.016338853006654636
2025-05-30,2025-06-02,589.3900146484375,-0.0027655793995505773,0.0027655793995505773,-1.0,-0.008421825447098907,0.0,0.0046149321749875405,0.008557860654256677,0.3503381731429173,1.0,-0.005632954820585345,0.0007811148665839429,0.013371773259329131,0.011235071391529112,False,False,1240,35229.64416873581,0.18062371129180618,0.11439064618188169,0.016919817404622565
2025-06-04,2025-06-05,595.9299926757812,0.0028527045591346667,0.0028527045591346667,1.0,-0.007663633104803447,0.0,0.0022923800779650616,0.011132759031793782,0.17075279885172376,1.0,-0.004832790626766448,0.001725457750874626,0.004126930265271357,0.0032609605458465245,False,False,1453,43643.902621934576,0.2215450634739347,0.11685050980319386,0.014984590793238526
2025-06-05,2025-06-06,593.0499877929688,0.00945954888632583,0.00945954888632583,1.0,0.0008018600298007605,1.0,0.0036248355371315544,0.003015762217513318,0.545859826338089,0.0,0.010268994150278488,0.007663633104803447,0.013340513658886262,0.004574243889294721,False,False,1480,47133.9134338274,0.2129468321185079,0.10680568220681437,0.015010393334240101
2025-06-12,2025-06-13,603.75,-0.008695652173912993,0.008695652173912993,-1.0,0.0025062656641604564,1.0,0.005071571892093951,0.0055972858578738904,0.4753622188007182,0.0,0.011180124223602483,0.006233213068955079,0.007034023832292568,0.004944989072200424,False,False,1232,50546.20005328555,0.25511392004214944,0.16003635347437878,0.013026391373120233
