sample,date,symbol,year,target,near_gamma_share_0_5,vol_residual
POOLED,2020-05-11,SPY,2020,next_rth_range,0.10143847584941029,0.5928867870277812
POOLED,2020-05-12,IWM,2020,next_rth_range,0.05294824252223028,0.3270111009776717
POOLED,2020-05-12,QQQ,2020,next_rth_range,0.10485896840061103,0.5128698814196704
POOLED,2020-05-12,SPY,2020,next_rth_range,0.10729108374114113,0.39588906198278107
POOLED,2020-05-13,IWM,2020,next_rth_range,0.1274301557391427,0.37904453342776234
POOLED,2020-05-13,QQQ,2020,next_rth_range,0.22219686037214945,0.060041417645686934
POOLED,2020-05-13,SPY,2020,next_rth_range,0.10456581710326102,0.7415065119579891
POOLED,2020-05-14,IWM,2020,next_rth_range,0.16301316939878538,-0.10100346223789902
POOLED,2020-05-14,QQQ,2020,next_rth_range,0.1280323058211289,0.03705321818972562
POOLED,2020-05-14,SPY,2020,next_rth_range,0.26705871173326073,-0.36866040041888315
POOLED,2020-05-15,IWM,2020,next_rth_range,0.15344030883706278,-0.38419661635435753
POOLED,2020-05-15,QQQ,2020,next_rth_range,0.11533416408660892,-0.3460042206881977
POOLED,2020-05-15,SPY,2020,next_rth_range,0.19144087761738646,-0.15267826740132584
POOLED,2020-05-18,IWM,2020,next_rth_range,0.048456200977333296,0.04930705792011114
POOLED,2020-05-18,QQQ,2020,next_rth_range,0.12410556718775276,-0.20761212200601253
POOLED,2020-05-18,SPY,2020,next_rth_range,0.1604861802521677,-0.07070737539810601
POOLED,2020-05-19,IWM,2020,next_rth_range,0.11923641152020045,-0.32555571725001275
POOLED,2020-05-19,QQQ,2020,next_rth_range,0.12381665535528663,-0.47507195927014934
POOLED,2020-05-19,SPY,2020,next_rth_range,0.1286746159673795,-0.6828577337308817
POOLED,2020-05-20,IWM,2020,next_rth_range,0.04392153712707431,-0.25770558537058097
POOLED,2020-05-20,QQQ,2020,next_rth_range,0.07970067294217277,0.23239037326541379
POOLED,2020-05-20,SPY,2020,next_rth_range,0.11601795557959187,0.13305318952378897
POOLED,2020-05-21,IWM,2020,next_rth_range,0.0728578300332064,-0.48788531895792975
POOLED,2020-05-21,QQQ,2020,next_rth_range,0.26344583507396474,-0.4895841673767096
POOLED,2020-05-21,SPY,2020,next_rth_range,0.22522814115884499,-0.5878208173298276
