regime,n,mean_gex_to_adv,continuation_rate,mean_followthrough_oc,mean_mfe,mean_mae,mean_efficiency,mean_rth_range
NEGATIVE_PROXY,547,-0.06076477356597929,0.5137111517367459,0.0003262527305259088,0.011041454448384301,0.012060358489629082,0.47275336877730517,0.023101812938013385
POSITIVE_PROXY,194,0.03641301261376167,0.44329896907216493,0.00011529796751063964,0.00812342161945701,0.009451341555509531,0.4519059589369029,0.017574763174966545
