target_mult,brier_a,brier_b,improvement_rel
0.5,0.2455811626478963,0.2487565130143355,-0.012929942721184437
0.75,0.1714356250487167,0.17292685106041616,-0.008698460493702513
1.0,0.10250690086552752,0.10280189372450459,-0.002877785363582954
