date,next_date,qqq_open,qqq_close,day_oc,day_abs_oc,day_range,rv5,meaningful_move,next_close,next_cc,next_abs_cc,next_gap,next_oc,next_range,continuation_return,continued,pin_improvement,monthly_opex_week,quarterly_opex_week,eligible_contracts,total_gamma_weight,near_gamma_share_0_5,near_gamma_share_1_0,front_gamma_share,front_near_gamma_share,dominant_strike,dominant_strike_share,dominant_strike_distance,weighted_abs_distance,strike_hhi,effective_strikes
2026-03-17,2026-03-18,603.1400146484375,603.3099975585938,0.00028182993339509466,0.00028182993339509466,0.0067124642128307006,0.010830804562434996,False,594.9000244140625,-0.013939721169156427,0.013939721169156427,-0.0030167034055191833,-0.010956068974222966,0.014254654523775345,,,-0.0029669291650846648,True,True,1156,29912.770492553085,0.18964808975512226,0.48219583775544145,0.8145784998448817,0.1660322037812699,600.0,0.1927242673775968,0.0054863960020359315,0.013361277615566467,0.07209704116770158,13.870194723718917
2026-03-18,2026-03-19,601.489990234375,594.9000244140625,-0.010956068974222966,0.010956068974222966,0.014254654523775345,0.012104146049030219,True,593.02001953125,-0.0031602030688504534,0.0031602030688504534,-0.009060370528218287,0.005954113937811645,0.014657875853532867,0.0031602030688504534,1.0,-0.003160203068850403,True,True,1139,32704.581814217963,0.14726842946143076,0.5252702075383149,0.72859672696436,0.12101550128815791,600.0,0.19563622857524912,0.008572827999058674,0.01505884535906043,0.0759470432118622,13.167069548848605
2026-03-19,2026-03-20,589.510009765625,593.02001953125,0.005954113937811645,0.005954113937811645,0.014657875853532867,0.00974010544116881,True,582.0599975585938,-0.01848170653887793,0.01848170653887793,-0.00330515312822921,-0.015226880582639657,0.021297771520084312,-0.01848170653887793,0.0,-0.008296487046162841,True,True,1023,35688.811818606424,0.17430739490935018,0.4670740153147506,0.7061467993484312,0.14938334883171642,590.0,0.21544838614438036,0.0050926097463576125,0.013355332513115109,0.0921129042170123,10.856242222523587
2026-03-20,2026-03-23,591.0599975585938,582.0599975585938,-0.015226880582639657,0.015226880582639657,0.021297771520084312,0.012445879507194262,True,588.0,0.010205137728620972,0.010205137728620972,0.014534621874276121,-0.004267458253575218,0.015668479461637328,-0.010205137728620972,0.0,0.010205137728620996,True,True,842,14331.860748981402,0.10010764306713302,0.18611061467973933,0.4565105698044311,0.05132972374448821,590.0,0.10933371304971995,0.01364120962565707,0.022328565676812434,0.04787784465878878,20.886487416605817
2026-03-23,2026-03-24,590.52001953125,588.0,-0.004267458253575218,0.004267458253575218,0.015668479461637328,0.012143087666918682,True,583.97998046875,-0.006836767910289088,0.006836767910289088,-0.00542517422007871,-0.0014192936052885852,0.01020408163265306,0.006836767910289088,1.0,-0.0068367679102891155,False,False,1094,18661.29567653149,0.20106469214642436,0.32688073759119857,0.4548278904413746,0.12400433316477207,590.0,0.12241291068770413,0.00340136054421758,0.0185527930020971,0.04825072521097301,20.725077097340364
2026-03-24,2026-03-25,584.8099975585938,583.97998046875,-0.0014192936052885852,0.0014192936052885852,0.01020408163265306,0.011059199581139658,False,587.8200073242188,0.006575613863315066,0.006575613863315066,0.00883597786270962,-0.0022405664042467466,0.009726348275196051,,,0.0065756138633150255,False,False,970,18766.28950500916,0.12675887255187057,0.27250342693137675,0.6334694971058432,0.09611389222408705,590.0,0.11417030232572557,0.010308606001215637,0.018895998585346966,0.04866016096200104,20.55069239867301
2026-03-25,2026-03-26,589.1400146484375,587.8200073242188,-0.0022405664042467466,0.0022405664042467466,0.009726348275196051,0.011383288134693992,False,573.7899780273438,-0.023867900245077234,0.023867900245077234,-0.008880323352794761,-0.015121863933710733,0.01905347226613496,,,-0.023867900245077196,False,False,995,20643.337269422955,0.2708173680893095,0.359926518494513,0.6232611886699557,0.19680721343830557,590.0,0.11620259478063892,0.0037086057783310977,0.01739820890997527,0.047930652420956545,20.86347565681734
2026-03-26,2026-03-27,582.5999755859375,573.7899780273438,-0.015121863933710733,0.015121863933710733,0.01905347226613496,0.014961201373612126,True,562.5800170898438,-0.019536696991535485,0.019536696991535485,-0.005193503865290605,-0.014418073446418878,0.01646946194410686,0.019536696991535485,1.0,-0.01953669699153545,False,False,721,18938.754888024407,0.30114009800448993,0.4560397234729694,0.7238954453462261,0.27944391856342515,575.0,0.2142559290795644,0.0021088238188060604,0.015697483596032208,0.07931458143274138,12.60802215602686
2026-03-27,2026-03-30,570.8099975585938,562.5800170898438,-0.014418073446418878,0.014418073446418878,0.01646946194410686,0.015178616445115976,True,558.280029296875,-0.00764333545868201,0.00764333545868201,0.008532097918796389,-0.016038590552405863,0.022130206955152106,0.00764333545868201,1.0,-0.007643335458682038,False,False,546,12332.369400603671,0.18523419243625716,0.2195820937128392,0.6466326375920922,0.13716973362578003,570.0,0.10900840806505051,0.01318920453047534,0.022628281244414367,0.05904864609691055,16.93518930745341
2026-03-30,2026-03-31,567.3800048828125,558.280029296875,-0.016038590552405863,0.016038590552405863,0.022130206955152106,0.011971167289109937,True,577.1799926757812,0.03385391270884219,0.03385391270884219,0.010765115023078975,0.02284289133310269,0.025847230634337904,-0.03385391270884219,0.0,-0.02769223536820286,False,False,849,14453.816044682311,0.177360572300987,0.3368173791830138,0.6478674004852247,0.14053853966045576,560.0,0.12206922304427087,0.003080838670319608,0.018169047627623967,0.0632821432656061,15.802246074423032
2026-03-31,2026-04-01,564.2899780273438,577.1799926757812,0.02284289133310269,0.02284289133310269,0.025847230634337904,0.023326785901834648,True,584.3099975585938,0.012353174006878076,0.012353174006878076,0.007449994538158089,0.004866920934341268,0.012682364976449574,0.012353174006878076,1.0,-0.0025815001442920267,False,False,1079,17453.9418598701,0.24518359696151582,0.3143425656664605,0.4757798394195296,0.1491979249566128,580.0,0.12942660823974353,0.004885836931292964,0.019068197394326986,0.048126750086746495,20.778465161215767
2026-04-01,2026-04-02,581.47998046875,584.3099975585938,0.004866920934341268,0.004866920934341268,0.012682364976449574,0.02399886103633096,True,584.97998046875,0.0011466223630531847,0.0011466223630531847,-0.01769613201669007,0.019182205215610093,0.024182377405574964,0.0011466223630531847,1.0,-0.0011466223630532098,False,False,1096,18930.718792110467,0.16301640691587088,0.40912770862613695,0.4570392957598504,0.12183047027882583,580.0,0.09877614325588373,0.007376217378792238,0.017643788861625487,0.04622261829001935,21.63443000406417
2026-04-02,2026-04-06,573.969970703125,584.97998046875,0.019182205215610093,0.019182205215610093,0.024182377405574964,0.020363636199828585,True,588.5,0.006017333325542884,0.006017333325542884,0.002136825261948916,0.0038722337766399217,0.01011997522618212,0.006017333325542884,1.0,0.006017333325542824,False,False,993,18295.724884262952,0.15657133169060386,0.3954999754246337,0.3633466930613455,0.10485538640275806,590.0,0.09820770987767018,0.008581523639881405,0.017881122971839518,0.04461122559431213,22.415882699432014
2026-04-06,2026-04-07,586.22998046875,588.5,0.0038722337766399217,0.0038722337766399217,0.01011997522618212,0.015623918341512798,True,588.5900268554688,0.00015297681473014357,0.00015297681473014357,-0.004859788192969394,0.005037244951238806,0.017977835267098556,0.00015297681473014357,1.0,0.00015297681473024636,False,False,1133,20385.222860112808,0.23823906160768538,0.3843571252672063,0.47769649751583315,0.166422620685233,590.0,0.10853796851072073,0.002548853016142827,0.01672548093826443,0.044974047772678605,22.235045532359052
2026-04-07,2026-04-08,585.6400146484375,588.5900268554688,0.005037244951238806,0.005037244951238806,0.017977835267098556,0.013813676485370673,True,606.0900268554688,0.029732070204270045,0.029732070204270045,0.034183377561930905,-0.004304176081571409,0.01321807869976945,0.029732070204270045,1.0,0.009038458088534415,False,False,1188,21286.166395909066,0.263039557497864,0.3612586747321146,0.4743504113332496,0.14894719214110996,600.0,0.08921159041228076,0.019385264146402292,0.01737776719314201,0.04106725317148233,24.35030158516698
2026-04-08,2026-04-09,608.7100219726562,606.0900268554688,-0.004304176081571409,0.004304176081571409,0.01321807869976945,0.012104011101182614,True,610.1900024414062,0.006764631332426108,0.006764631332426108,-0.000264043578670603,0.00703053127773523,0.012324853358635328,-0.006764631332426108,0.0,-0.006764631332426132,False,False,1041,20290.696525200525,0.15340850097296008,0.3157590660995673,0.4044823933528843,0.09216146371151579,600.0,0.1259193719066156,0.010048056535536753,0.017498317545247943,0.04442396320743603,22.510373406589984
