symbol,year,date,next_date,day_abs_oc,day_range,rv5,rv20,median20_range,atr20,range20_ratio,next_rth_range,next_max_excursion,next_abs_oc,monthly_opex_week,eligible_contracts,total_gamma_weight,near_gamma_share_0_5,front_near_gamma_share,weighted_abs_distance
SPY,2020,2020-11-10,2020-11-11,0.0015559657295591833,0.01321107538875402,0.011000091214128349,0.01364268063463321,0.01394172603289101,0.01972438859413629,0.9475925260320526,0.007014590468051802,0.0037739997383667845,0.0007576305720375931,False,894,61559.22464305435,0.18671918259388995,0.09437770414227259,0.017933047428181394
IWM,2020,2020-11-11,2020-11-12,0.004095947098638142,0.015114775427134308,0.018647537476883184,0.017525968470165073,0.01940247029219584,0.025272250480970215,0.7790129400797924,0.02508753328401379,0.01817748381348272,0.00828470373110346,False,222,22748.732379622656,0.10237286063639871,0.03824048025614948,0.024140164011562167
QQQ,2020,2020-11-11,2020-11-12,0.013040628613246286,0.02401844263366391,0.021769390462157704,0.019628860122285735,0.02158447317170082,0.025402128793364842,1.1127648306540205,0.0165772704716307,0.012219355145778987,0.008116714093671207,False,340,29141.8133993105,0.1671755386796958,0.06174537250658673,0.019726101891586797
SPY,2020,2020-11-11,2020-11-12,0.0007576305720375931,0.007014590468051802,0.008801159011911695,0.01362073555782211,0.013805269428642474,0.01953747750211598,0.5081096391714228,0.015355170879305026,0.012298515875812654,0.006665153289514003,False,917,55857.87339473215,0.19348279017308634,0.06921120030783184,0.019776073960777275
IWM,2020,2020-11-12,2020-11-13,0.00828470373110346,0.02508753328401379,0.020978976163074082,0.017944137915470473,0.01940247029219584,0.025161306405125056,1.2930071741485736,0.01645758519853879,0.01622409501180533,0.01254738149927781,False,233,31618.5443644684,0.23714609397853623,0.08208490449802411,0.017621983036179616
QQQ,2020,2020-11-12,2020-11-13,0.008116714093671207,0.0165772704716307,0.017190533704034793,0.01959887062191759,0.02158447317170082,0.025288843408142414,0.7680183037019865,0.012751187358485348,0.007989781323373357,0.002619082651130533,False,335,34869.30144518526,0.16168604922025717,0.12037723151182396,0.01871212000748784
SPY,2020,2020-11-12,2020-11-13,0.006665153289514003,0.015355170879305026,0.008582009805543815,0.01383450438876224,0.014369322744660925,0.01960016438834971,1.068607835745801,0.011793854170004227,0.010217595054652362,0.007965820861201012,False,888,68712.0211302371,0.1264089217676442,0.08495021199015118,0.01655137758904773
IWM,2020,2020-11-13,2020-11-16,0.01254738149927781,0.01645758519853879,0.020054685379639947,0.01836179255801516,0.01940247029219584,0.025955005836909472,0.8482211260057151,0.013485210543011083,0.007309157719884496,0.006459285818836813,False,178,20036.711617320398,0.053296618051904276,0.04184983360251819,0.02537528459103978
QQQ,2020,2020-11-13,2020-11-16,0.002619082651130533,0.012751187358485348,0.018093769748056723,0.019652435506507075,0.02158447317170082,0.025047862252405982,0.590757404966608,0.012112103745066174,0.009944307676669428,0.008877631041193101,False,278,22075.44028110228,0.14247068094458523,0.12308295561411765,0.021570352393345378
SPY,2020,2020-11-13,2020-11-16,0.007965820861201012,0.011793854170004227,0.009977611063539654,0.01412564636047249,0.014369322744660925,0.019880455609336937,0.8207661822048196,0.008837061178789397,0.004986391872642937,0.004404665880379799,False,868,52788.483099274556,0.07482777204649327,0.05790360218988654,0.01890866137378634
IWM,2020,2020-11-16,2020-11-17,0.006459285818836813,0.013485210543011083,0.016795273713024653,0.01851967480456879,0.017626849852601597,0.025956528551132285,0.7650380332150366,0.02567600798026724,0.015678311013900714,0.01374695251096103,True,164,14770.415670099768,0.08133392532495026,0.05844745579923277,0.02665991263587419
QQQ,2020,2020-11-16,2020-11-17,0.008877631041193101,0.012112103745066174,0.015230111775766105,0.019296043292659392,0.02000423483165988,0.024146808114576403,0.6054769825985469,0.0072597304946229665,0.006138365058946382,0.0038514141319688777,True,275,25131.844671616673,0.10861095832294576,0.08811683975949537,0.020179475438568895
SPY,2020,2020-11-16,2020-11-17,0.004404665880379799,0.008837061178789397,0.009960940295213699,0.013740610410568102,0.013297274999385423,0.01934037950216603,0.6645768534679346,0.009945320659231231,0.005417151986050195,0.0018056890693118888,True,935,47490.58110964762,0.14206938218172283,0.1090620618065287,0.019664665511287076
IWM,2020,2020-11-17,2020-11-18,0.01374695251096103,0.02567600798026724,0.0160438053210981,0.018506157134544815,0.01940247029219584,0.02657114747903221,1.3233370593328404,0.021571479589174124,0.017513941887666418,0.016653602810332235,True,163,14248.733847041141,0.08837659240404756,0.07334357606536196,0.023752691807750935
QQQ,2020,2020-11-17,2020-11-18,0.0038514141319688777,0.0072597304946229665,0.010921834081317042,0.019327738567411178,0.02000423483165988,0.023687282686685227,0.36290968166066967,0.011484422226002482,0.005792784142475638,0.005450897459477133,True,272,28836.191332057253,0.14397481416121005,0.12521539745524024,0.01836830297150202
SPY,2020,2020-11-17,2020-11-18,0.0018056890693118888,0.009945320659231231,0.010676373123198591,0.01386460010272487,0.013297274999385423,0.01921174988502427,0.7479217102519792,0.014574297504231882,0.01310917795798816,0.01282869645017426,True,909,66229.88089013845,0.2766785480822984,0.23530006856106558,0.01602926194282348
IWM,2020,2020-11-18,2020-11-19,0.016653602810332235,0.021571479589174124,0.018510701952613694,0.018759886721323983,0.020460026049584093,0.027005694761753813,1.054323173240174,0.014346650163603066,0.01104470543021785,0.009450633189817648,True,198,37093.51566790904,0.03566134417632126,0.02248628508641133,0.020738141000441936
QQQ,2020,2020-11-18,2020-11-19,0.005450897459477133,0.011484422226002482,0.007486658573930083,0.019425830247831594,0.02000423483165988,0.023622219902668513,0.574099550552494,0.013296974476390194,0.010913875695417463,0.009808649078111742,True,326,43204.81199122015,0.22033837309595947,0.14968368258329348,0.018077571265269255
SPY,2020,2020-11-18,2020-11-19,0.01282869645017426,0.014574297504231882,0.012401924011048247,0.014216431813213908,0.013978886057124353,0.019464899078417454,1.0425936261783948,0.011332954752885288,0.007255305196801842,0.006130462987524954,True,901,102555.94059951679,0.22213693733293516,0.1541864030535224,0.017882674284149955
IWM,2020,2020-11-19,2020-11-20,0.009450633189817648,0.014346650163603066,0.015043363435272284,0.018555112829919843,0.020460026049584093,0.026777476311523267,0.7012039050602626,0.01194317446210544,0.007188567870173745,0.0046980349785308295,True,195,39187.997142627806,0.15994499320958364,0.10218901446245833,0.02073156404448962
QQQ,2020,2020-11-19,2020-11-20,0.009808649078111742,0.013296974476390194,0.007507483179338361,0.019478738979061515,0.02000423483165988,0.023377918422680076,0.6647079775001251,0.009510772820373506,0.006924038681599409,0.006568535717887736,True,321,46454.992582425635,0.20180359648728916,0.14439472363271524,0.016778206307460866
SPY,2020,2020-11-19,2020-11-20,0.006130462987524954,0.011332954752885288,0.011230809850393708,0.014203006693950311,0.013892686446492952,0.01936084255455909,0.8157496965423964,0.006909094323645105,0.006333567909922566,0.006069967630026207,True,900,117880.52977572409,0.16535698872263202,0.1258647149584417,0.01663718586423227
IWM,2020,2020-11-20,2020-11-23,0.0046980349785308295,0.01194317446210544,0.013573553171278204,0.01856979003578695,0.020460026049584093,0.0267310184920299,0.5837321239553465,0.01818694429916318,0.01528594417385798,0.008758757736227363,True,162,23955.485585494305,0.09710762577612742,0.03506264183053688,0.025198746909600014
QQQ,2020,2020-11-20,2020-11-23,0.006568535717887736,0.009510772820373506,0.007631309769114769,0.01956942338599756,0.02000423483165988,0.023302618749183806,0.47543797103007396,0.016059821615484804,0.011594391130526516,0.0035001853088563184,True,268,21422.88468722194,0.2036593681870224,0.057613300915713435,0.02019895602733507
SPY,2020,2020-11-20,2020-11-23,0.006069967630026207,0.006909094323645105,0.009781866523423798,0.014333118399821945,0.013892686446492952,0.01929945188446467,0.4973188123301542,0.011055788794578723,0.006791229732774573,0.0005037860400700644,True,834,75285.07532332907,0.17608044562001346,0.07239660843218015,0.019542938900680054
IWM,2020,2020-11-23,2020-11-24,0.008758757736227363,0.01818694429916318,0.01185674862235245,0.017769187700752743,0.019097885188445227,0.026251158564569842,0.9523014783944145,0.016794818917636904,0.01117837972943203,0.004525883820366783,False,174,22824.440791784258,0.19452168432440467,0.09867472548123385,0.022517302904805043
QQQ,2020,2020-11-23,2020-11-24,0.0035001853088563184,0.016059821615484804,0.0062145362369054385,0.01920136002728084,0.017702681301971508,0.022608848221404475,0.9071971268949104,0.018353995961281233,0.01197303807635719,0.010223373310116246,False,261,27414.467711902806,0.22025770967408648,0.09003454723150006,0.018864968857881633
SPY,2020,2020-11-23,2020-11-24,0.0005037860400700644,0.011055788794578723,0.007661567159573211,0.013565206144807869,0.012502464779379123,0.018386132208447942,0.8842887374346802,0.012548205549249913,0.009994187248869135,0.008356263948887,False,900,83002.64511229537,0.12091098978484299,0.07061740428438397,0.01979119596171444
