target,n_test,baseline_mae,extended_mae,mae_improvement_pct,baseline_pred_rho,baseline_pred_p,extended_pred_rho,extended_pred_p
next_abs_cc,105,0.00673514825428815,0.00703178835627858,-0.04404358906302684,0.2445987974289861,0.011912999351138454,0.15405349367613516,0.11663294310901477
next_range,105,0.005047561291569051,0.004926469788061763,0.023990100666939403,0.46494920174165455,5.825949487045686e-07,0.4433132904831018,2.1789566762441142e-06
