target,n_test,baseline_mae,extended_mae,mae_improvement_pct
gap_followthrough,59,0.006683981665916786,0.006756233427972942,-1.080968884528584
excursion_efficiency,59,0.25180104600072367,0.2481683690511626,1.4426774659032313
mae_from_open,59,0.005338055383281,0.005613320131445734,-5.156648412207826
