target,n_test,baseline_mae,extended_mae,mae_improvement_pct
next_rth_range,1720,0.0045177146891727535,0.004509333137783019,0.18552635494715122
next_max_excursion,1720,0.004383006921215845,0.004372519176090002,0.23928196588230963
next_abs_oc,1720,0.004482947755978273,0.004492148792389506,-0.20524522952476446
