target,n_test,baseline_mae,extended_mae,mae_improvement_pct,baseline_pred_rho,baseline_pred_p,extended_pred_rho,extended_pred_p
abs_gap,105,0.004645435427082536,0.0048584297680471355,-0.0458502425247069,0.1012855069458843,0.30390725126155815,-0.009164420485175202,0.9260742188577079
abs_rth_oc,105,0.0043786125312342975,0.004437629633424703,-0.01347849387663647,0.29878706199460914,0.0019611489187235836,0.2501762388554841,0.01005520897042726
rth_range,105,0.0050475612915690535,0.004987992557286222,0.011801488053712115,0.46494920174165455,5.825949487045686e-07,0.4116835994194485,1.2823067286572162e-05
