symbol,year,date,next_date,gap,abs_gap,gap_atr20,gap_up,day_abs_oc,day_range,rv5,rv20,median20_range,atr20,range20_ratio,adv20_dollar,log_adv20_dollar,prior_cc_aligned,prior_oc_aligned,signed_gex_to_adv,gross_gex_to_adv,followthrough_oc,continued,mfe,mae,excursion_efficiency,rth_range,eligible_contracts,call_dgamma,put_dgamma,signed_dgex,gross_dgex
SPY,2008,2008-02-13,2008-02-14,0.004253149675630619,0.004253149675630619,0.16507347185597376,1.0,0.002646864298465612,0.014116602239416437,0.006681549785624936,0.014492553773278813,0.02088911375728953,0.02576519187372204,0.6757875132203855,38211054819.16863,24.366390703864766,0.01022290502174572,0.002646864298465612,-0.03818314262349637,0.18429037064062861,-0.012997437305529824,0.0,0.0003651186644422211,0.01577220918084421,0.022625720190029414,0.01613732784528641,1262,2791455649.619706,4250473805.57426,-1459018155.954554,7041929455.193966
IWM,2008,2008-02-14,2008-02-15,-0.0037047591906527177,0.0037047591906527177,0.11522018081340865,0.0,0.026899611758180786,0.029950083194675688,0.016891987116522924,0.01800206611014192,0.029430569853387205,0.03215373526146714,1.017652167249106,7332855219.6,22.715630802183906,0.02324286708420298,0.026899611758180786,-0.24491744266497312,0.44992617625842984,0.0007151029748283522,1.0,0.011012585812356868,0.0030034324942791457,0.7857142857142857,0.014016018306636008,533,751649681.0971825,2547593828.9141145,-1795944147.816932,3299243510.011297
SPY,2008,2008-02-14,2008-02-15,-0.00495670644309687,0.00495670644309687,0.19401717118615028,0.0,0.012997437305529824,0.01613732784528641,0.008911052767281278,0.014498083978512568,0.02004081777690179,0.025547771946129165,0.8052230215817651,37071113727.20843,24.336103897553304,0.008799567676159192,0.012997437305529824,-0.07177732613654227,0.2363418312753867,-0.004758356877323289,0.0,0.00438658736059494,0.005353167286245242,0.4503796573580073,0.009739754646840222,1260,3050294742.7319393,5711160162.9746275,-2660865420.242688,8761454905.706566
IWM,2008,2008-02-15,2008-02-19,0.014455417203377507,0.014455417203377507,0.46408355805754237,1.0,0.0007151029748283522,0.014016018306636008,0.016730394157894336,0.017081258435274,0.02853351279723876,0.03114830713650312,0.49121250531733907,7139985569.05,22.688976592154404,-0.004417212881162702,-0.0007151029748283522,-0.16555975353168692,0.5989433164459982,-0.0021162528216702725,0.0,0.0018340857787810805,0.01777652370203142,0.09352517985611791,0.01961060948081265,507,1547176192.5358274,2729270443.567547,-1182094251.0317194,4276446636.1033745
SPY,2008,2008-02-15,2008-02-19,0.011691593989134219,0.011691593989134219,0.48261501290106307,1.0,0.004758356877323289,0.009739754646840222,0.007834087171368341,0.013215041798832119,0.018124881580116818,0.02422550827595373,0.5373692845267929,35457896674.96532,24.291611820406434,-0.00022193534396597325,0.004758356877323289,-0.09482692505386019,0.30045569493850416,-0.008777040602859554,0.0,0.0012434025655103653,0.01543300164253203,0.0745605917198097,0.016676404208042523,1238,3645581837.984963,7007945148.5494175,-3362363310.5644546,10653526986.53438
IWM,2008,2008-02-19,2008-02-20,-0.017107309486780853,0.017107309486780853,0.5648438415761106,0.0,0.0021162528216702725,0.01961060948081265,0.01741989604893223,0.017024021572892296,0.027230873278460674,0.030286794734356165,0.7201608732954015,6876123764.75,22.651320923832365,-0.012308573064262252,0.0021162528216702725,-0.05154584491375411,0.24164587424669057,-0.017980437284234707,0.0,0.005034522439585687,0.01999424626006907,0.20114942528735472,0.025028768699654702,491,653575664.6879383,1008011273.8735209,-354435609.1855825,1661586938.561459
SPY,2008,2008-02-19,2008-02-20,-0.011289838804904417,0.011289838804904417,0.4783801051162771,0.0,0.008777040602859554,0.016676404208042523,0.007754901624889005,0.012963936294154717,0.016973595814335017,0.023600142824000303,0.9824909459643488,34140152594.359474,24.25374002396761,-0.002811935791119824,0.008777040602859554,-0.06025805654916569,0.16171116659692197,-0.014404007224270154,0.0,0.0017166205792737976,0.019105887786182274,0.08244062382616787,0.020822508365456068,1254,1731812329.1013722,3789031574.729431,-2057219245.628059,5520843903.830803
IWM,2008,2008-02-20,2008-02-21,0.006923837784372111,0.006923837784372111,0.2422095322103267,1.0,0.017980437284234707,0.025028768699654702,0.016758677454849696,0.016876489786683303,0.025701333048622432,0.02858614903050009,0.9738315383215588,6624313605.7,22.61401259676436,0.0005655308921248547,0.017980437284234707,-0.08469117368158564,0.2895169574992536,-0.026241930957058734,0.0,0.006876227897838927,0.028346898680887023,0.195219123505976,0.03522312657872586,483,678415113.2707725,1239436007.372402,-561020894.1016295,1917851120.6431744
SPY,2008,2008-02-20,2008-02-21,0.005444423270223986,0.005444423270223986,0.24529934847452334,1.0,0.014404007224270154,0.020822508365456068,0.006872156321181007,0.012679018010530152,0.016973595814335017,0.02219501724762812,1.2267588195938104,32786657664.554718,24.21328749106001,0.002951549499659034,0.014404007224270154,-0.05112461241499084,0.17099132382585372,-0.013683674412888092,0.0,0.002561034609658064,0.01895212150001091,0.11904504372127066,0.02151315610966907,1229,1965014416.201968,3641219581.6853166,-1676205165.4833486,5606233997.887284
IWM,2008,2008-02-25,2008-02-26,-0.005652112477038118,0.005652112477038118,0.2155784620792686,0.0,0.019593718484368194,0.028382077510445167,0.015035270867821585,0.01639017149375944,0.025033835474455986,0.026218354201635534,1.1337486634601261,6133389524.0,22.537013374373014,-0.020181634712411523,-0.019593718484368194,-0.09538640280880732,0.3344362867271136,-0.015063237174932631,0.0,0.000852636066505652,0.02600540002842111,0.03174603174603326,0.02685803609492682,482,733093026.868978,1318134990.588561,-585041963.719583,2051228017.457539
SPY,2008,2008-02-25,2008-02-26,-0.004223417982619715,0.004223417982619715,0.20816826940274194,0.0,0.013206500608274219,0.021174525219283348,0.007583590875897524,0.011450821900888761,0.018124881580116818,0.02028848101940403,1.1682573000924883,29866279662.35314,24.11999591044152,-0.012608811849609713,-0.013206500608274219,-0.03478114038357363,0.18860906231109537,-0.01177331627056688,0.0,0.001828153564899404,0.016087729433272413,0.10204094127461949,0.017915882998171817,1212,2297133868.082995,3335917133.7543697,-1038783265.6713748,5633051001.837364
